Title,Id,Year,Seasons,Maturity Rating,Genre,Synopsis
,81313531,2023,1,U/A 16+ ,Drama,"In the cartel-run town of Gulaabgunj, an unprecedented opium deal pulls a big-city cop and a lovesick mechanic into its chaotic clutches."
,80192098,2017,5,A ,Thrillers,Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.
,81671440,2023,1,U/A 13+ ,Romance,"Amid a tense inheritance fight, a charming heir clashes with his hardworking employee who's known for her irresistible smile — which he cannot stand."
,80057918,2016,6,U/A 16+ ,Drama,"Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective."
,81231974,2022,1,U/A 13+ ,Fantasy,"Smart, sarcastic and a little dead inside, Wednesday Addams investigates a murder spree while making new friends — and foes — at Nevermore Academy."
,80189685,2019,3,A ,Fantasy,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts."
,80002479,2013,6,A ,Drama,"A notorious gang in 1919 Birmingham, England, is led by the fierce Tommy Shelby, a crime boss set on moving up in the world no matter the cost."
,80197526,2019,3,A ,Comedies,"Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mother. So rebel Maeve proposes a school sex-therapy clinic."
,81183491,2020,2,A ,Thrillers,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme — and a cop wants to fight it."
,80179190,2020,4,U/A 13+ ,Comedies,"After a traumatic year, an Indian-American teen just wants to spruce up her social status — but friends, family and feelings won’t make it easy on her."
,81076756,2019,2,A ,Drama,"Following the police force as they investigate high-profile crimes in Delhi, this series has seasons inspired by both real and fictional events."
,81183494,2020,2,A ,Drama,An undercover assignment to expose a drug ring becomes a timid Mumbai constable’s road to empowerment as she realizes her dormant sexuality's potential.
,81479822,2023,2,A ,Drama,"Four eminent Indian directors explore sex, desire and love through short films in this sequel to 2018's Emmy-nominated ""Lust Stories."""
,81383247,2023,1,U/A 7+ ,Kids,"After a guardian of magical jewels turns an awkward girl and a popular boy into superheroes, they can never reveal their identities — even to each other."
,80241318,2018,4,U/A 16+ ,Drama,"When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange new realities."
,80237245,2023,1,U/A 7+ ,Kids,"A stick-wielding monkey teams with a young girl on an epic quest for immortality, battling demons, dragons, gods — and his own ego — along the way."
,80025172,2015,3,A ,Drama,The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series.
,81040344,2021,1,A ,Thrillers,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes."
,80057281,2016,4,U/A 16+ ,Sci-Fi,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl."
,80200575,2020,2,A ,Thrillers,"An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive."
,81290872,2022,1,U/A 13+ ,Drama,"As a righteous cop pursues a merciless criminal in Bihar, he finds himself navigating a deadly chase and a moral battle mired in corruption."
,81323551,2020,2,U/A 16+ ,Action,"Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans."
,80130521,2017,4,U/A 7+ ,Kids,"After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books."
,80232926,2020,3,U/A 16+ ,Drama,"In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. It’ll take a legend to battle an old evil."
,81009646,2020,5,U/A 7+ ,Kids,Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.
,81025696,2021,2,A ,Drama,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy."
,80115328,2018,2,A ,Drama,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm."
,81090319,2020,2,A ,Thrillers,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her."
,81214929,2023,1,U/A 13+ ,Documentaries,Travel around the world with author Dan Buettner to discover five unique communities where people live extraordinarily long and vibrant lives.
,80104198,2018,3,U/A 7+ ,Sci-Fi,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers."
,81237994,2022,1,A ,Horror,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.
,81361096,2023,1,U/A 16+ ,Drama,"Fame. Money. Power. Seo A-ri achieves social media stardom overnight — but deadly consequences await in this glitzy, gilded world of influencers."
,81273085,2020,8,U ,Kids,"Learn letters, numbers, animal sounds and more with JJ in this musical series that brings fun times with nursery rhymes for the whole family!"
,81111279,2023,1,U/A 16+ ,Documentaries,"This docuseries follows the rise and fall of Veerappan, a dreaded smuggler whose bloody reign sparked a 20-year-long manhunt in south India."
,81227574,2022,2,U/A 7+ ,Kids,"Legendary warrior Po teams up with an elite English knight on a global quest to rescue magical weapons, restore his reputation — and save the world!"
,81221380,2021,2,U/A 16+ ,Drama,"On an epic adventure across a post-apocalyptic world, a lovable boy who's part human and part deer searches for family and home with a gruff protector."
,81159258,2019,1,U/A 13+ ,Romance,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide."
,81443393,2023,1,U/A 16+ ,Drama,"When an NRI bridegroom is found dead days before his wedding, two cops must unravel the troubling case as turbulence unfolds in their own lives."
,81518991,2022,1,A ,Drama,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.
,81633804,2023,2,U/A 16+ ,Action,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan."
,80991848,2021,2,A ,Drama,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.
,80241318,2018,4,U/A 16+ ,Drama,"When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange new realities."
,80179190,2020,4,U/A 13+ ,Comedies,"After a traumatic year, an Indian-American teen just wants to spruce up her social status — but friends, family and feelings won’t make it easy on her."
,80025172,2015,3,A ,Drama,The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series.
,80241027,2020,5,A ,Reality TV,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win an enticing grand prize, they’ll have to give up sex."
,81214929,2023,1,U/A 13+ ,Documentaries,Travel around the world with author Dan Buettner to discover five unique communities where people live extraordinarily long and vibrant lives.
,80057281,2016,4,U/A 16+ ,Sci-Fi,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl."
,80104198,2018,3,U/A 7+ ,Sci-Fi,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers."
,81025696,2021,2,A ,Drama,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy."
,81497817,2023,1,A ,Reality TV,Couples who prove their compatibility gain the power to make or break other matches in this strategic and seductive dating competition.
,80113647,2016,3,A ,Drama,America's fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.
,81292203,2022,2,A ,Reality TV,Get hitched or call it quits? Couples put their love to the test — while shacking up with other potential matches — in a provocative reality series.
,81149450,2022,2,A ,Drama,"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history."
,81303831,2022,2,U/A 16+ ,Thrillers,"Sidelined after an accident, hotshot Los Angeles lawyer Mickey Haller restarts his career — and his trademark Lincoln — when he takes on a murder case."
,80117470,2017,4,A ,Drama,High school student Clay Jensen lands in the center of a series of heartbreaking mysteries set in motion by a friend's tragic suicide.
,81221380,2021,2,U/A 16+ ,Drama,"On an epic adventure across a post-apocalyptic world, a lovable boy who's part human and part deer searches for family and home with a gruff protector."
,80211991,2018,4,A ,Thrillers,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by."
,80133042,2017,3,A ,Thrillers,"This drama series chronicles the true story of the rise, capture and escape of notorious Mexican drug lord Joaquín ""El Chapo"" Guzmán."
,81037371,2020,3,U/A 16+ ,Comedies,"After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance."
,80236318,2020,3,A ,Drama,"On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance."
,81450827,2023,1,U/A 16+ ,Thrillers,"While monitoring an emergency line, a vigilant FBI agent answers a call that plunges him into a deadly conspiracy involving a mole at the White House."
,80097140,2018,2,A ,Sci-Fi,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder."
,80177458,2020,3,A ,Sci-Fi,"Earth has frozen over and the last surviving humans live on a giant train circling the globe, struggling to coexist amid the delicate balance onboard."
,81476183,2023,1,A ,Drama,"Young Queen Charlotte's marriage to King George of England sparks an epic love story and transforms high society in this ""Bridgerton"" universe prequel."
,81324724,2023,1,U/A 13+ ,Comedies,A new love story unfolds when teen matchmaker Kitty reunites with her long-distance boyfriend at the same boarding school attended by her late mother.
,80218200,2018,4,A ,Action,"After striking out on his own, Batman's former partner Dick Grayson encounters a number of troubled young heroes in desperate need of a mentor."
,80241239,2020,3,A ,Fantasy,"After their dad's murder, three siblings move with their mom to his ancestral estate, where they discover magical keys that unlock powers — and secrets."
,80179905,2018,2,A ,Comedies,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head."
,81287562,2022,1,A ,Drama,"Across more than a decade, 17 teen boys and young men were murdered by convicted killer Jeffrey Dahmer. How did he evade arrest for so long?"
,80117552,2017,4,A ,Thrillers,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss."
,80084447,2016,4,U/A 16+ ,Sci-Fi,The life of typical teen Clary Fray is upended when she learns that she's part of a race of demon-hunting humans who have the blood of angels.
,80236319,2021,2,U/A 16+ ,Fantasy,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.
,80232398,2020,2,A ,Drama,The eight close-knit siblings of the Bridgerton family look for love and happiness in London high society. Inspired by Julia Quinn's bestselling novels.
,80114855,2017,2,A ,Thrillers,In the late 1970s two FBI agents expand criminal science by delving into the psychology of murder and getting uneasily close to all-too-real monsters.
,70242311,2013,7,A ,Comedies,"When a past crime catches up with her, a privileged New Yorker ends up in a women's prison, where she quickly makes friends and foes."
,80223989,2018,4,A ,Horror,"Magic and mischief collide as half-human, half-witch Sabrina navigates between two worlds: mortal teen life and her family's legacy, the Church of Night."
,70178217,2013,6,A ,Thrillers,"A ruthless politician will stop at nothing to conquer Washington, D.C., in this Emmy and Golden Globe-winning political drama."
,80234304,2020,1,A ,Drama,"In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction."
,80177342,2018,4,U/A 16+ ,Comedies,Three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence -- together.
,80186863,2019,3,U/A 16+ ,Action,"Reunited by their father's death, estranged siblings with extraordinary powers uncover shocking family secrets -- and a looming threat to humanity."
,81479822,2023,2,A ,Drama,"Four eminent Indian directors explore sex, desire and love through short films in this sequel to 2018's Emmy-nominated ""Lust Stories."""
,81076756,2019,2,A ,Drama,"Following the police force as they investigate high-profile crimes in Delhi, this series has seasons inspired by both real and fictional events."
,81183494,2020,2,A ,Drama,An undercover assignment to expose a drug ring becomes a timid Mumbai constable’s road to empowerment as she realizes her dormant sexuality's potential.
,81183491,2020,2,A ,Thrillers,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme — and a cop wants to fight it."
,81111279,2023,1,U/A 16+ ,Documentaries,"This docuseries follows the rise and fall of Veerappan, a dreaded smuggler whose bloody reign sparked a 20-year-long manhunt in south India."
,80115328,2018,2,A ,Drama,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm."
,81290872,2022,1,U/A 13+ ,Drama,"As a righteous cop pursues a merciless criminal in Bihar, he finds himself navigating a deadly chase and a moral battle mired in corruption."
,80211492,2019,3,U ,Kids,An innocent toddler’s boundless curiosity -- and extraordinary might -- lead to mischief and adventure in his small Indian town.
,81633804,2023,2,U/A 16+ ,Action,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan."
,81313283,2023,1,A ,Thrillers,"Rana Naidu is the go-to problem solver for the rich and famous. But when his father is released from jail, the one mess he can't handle may be his own."
,81229406,2023,1,A ,Drama,Three students from a poor neighborhood join an exclusive high school for Delhi elite where dark secrets and rumors ultimately lead to murder.
,80220079,2020,2,A ,Romance,"After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program — but deeper feelings aren’t far behind."
,81443393,2023,1,U/A 16+ ,Drama,"When an NRI bridegroom is found dead days before his wedding, two cops must unravel the troubling case as turbulence unfolds in their own lives."
,81011159,2016,4,U/A 16+ ,Comedies,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Mumbai."
,80991033,2018,2,A ,Romance,"In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India."
,81249783,2021,2,U/A 13+ ,Comedies,"In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life."
,81305487,2023,1,U/A 16+ ,Thrillers,A flight attendant and her boyfriend must steal a cache of diamonds to clear an old debt — but the plan spins into mayhem when the plane is hijacked.
,81180964,2020,2,A ,Reality TV,"Cameras follow the banter and bonding between four fun-loving women from Bollywood’s inner circle as they juggle professions, family and friendship."
,81121023,2019,1,U ,TV Variety & Talk Shows,"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York."
,80225885,2019,1,A ,Thrillers,"Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission."
,81308413,2020,1,U/A 16+ ,Drama,Modernity confronts tradition in post-Partition India as a young student resists an arranged marriage and a politician’s son has a transgressive affair.
,81095095,2021,1,A ,Documentaries,"Suicide, murder... or something else? This docuseries examines chilling truths and theories around the deaths of 11 members of a Delhi family."
,81292944,2020,1,U/A 13+ ,Drama,Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to India’s first female combat pilot in the Kargil War.
,81004536,2021,1,A ,Drama,"From boardrooms to society’s margins, five ambitious women navigate dreams, desires and disappointments in modern Mumbai. Contains underage drug use."
,81617079,2023,1,U/A 13+ ,Documentaries,"Featuring archival footage and in-depth celebrity interviews, this docuseries celebrates the life and legacy of Bollywood filmmaking titan Yash Chopra."
,81225175,2022,1,A ,Thrillers,A veteran cop sees the chance to prove himself when murder and a stranger's grisly torture plot shake the walls of a sleepy desert town.
,81206929,2021,2,A ,Drama,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.
,81281063,2022,1,A ,Drama,"Living under an alias, a former police informant is summoned to infiltrate a major drug empire but uncovers a dangerous connection to his dark past."
,81312464,2023,1,U/A 16+ ,Reality TV,Eight social media stars forgo their fame and followers as they vie for the title of ultimate influencer in this unpredictable reality show.
,80245450,2018,1,A ,Horror,"When a new prisoner at a military detention center exhibits eerie behavior, a young interrogator’s search for the truth becomes a battle for survival."
,81417638,2023,1,U/A 16+ ,Drama,"The shocking murder of a journalist thrusts a leading crime reporter into a nexus of police, media and the Mumbai underworld as she fights for justice."
,81511260,2023,1,U/A 13+ ,Drama,"When two prized jackfruits disappear from a politician's garden, a spirited cop's investigation takes an unexpected turn as she digs for the truth."
,81497215,2021,2,U/A 13+ ,Action,"A tailor gains special powers after being struck by lightning, but must take down an unexpected foe if he is to become the superhero his hometown needs."
,81294132,2020,2,U/A 13+ ,Romance,"Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother."
,81181080,2021,1,U/A 16+ ,Comedies,"In this unabashed comedy, a quirky novelist's offbeat opinions ruffle feathers with his soon-to-be-ex-wife... and almost everyone else he meets."
,81324386,2021,1,U/A 16+ ,Comedies,"With satirical sketches, cheeky debates and blistering roasts, 16 of India’s wittiest entertainers compete in teams to be named the ultimate comedy champs."
,81122196,2020,2,A ,Comedies,"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film."
,81189912,2019,1,U/A 13+ ,Action,"A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets."
,80194558,2018,1,U/A 13+ ,Drama,Two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.
,81110816,2022,1,U/A 16+ ,Romance,"When an earnest matchmaker moves into an office next to a cynical divorce attorney, their bitter conflict is complicated by a growing attraction."
,81633804,2023,2,U/A 16+ ,Action,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan."
,81416533,2023,2,U/A 13+ ,Action,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.
,80209746,2018,1,A ,Action,A woman left for dead in the desert after a harrowing assault embarks on a brutal and bloody quest for revenge against the three men who betrayed her.
,81098494,2023,2,A ,Action,"Back from the brink of death, highly skilled commando Tyler Rake takes on another dangerous mission: saving the imprisoned family of a ruthless gangster."
,81399639,2022,2,A ,Action,"A man wakes up missing his memories. Directed by a mysterious voice from a device in his ear, he sets off on a hostage rescue mission rife with danger."
,81313229,2021,2,A ,Action,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets the gentle Tomoe Yukishiro, his story begins to change."
,81245455,2022,1,U/A 13+ ,Action,"When an explosion in the Norwegian mountains awakens an ancient troll, officials appoint a fearless paleontologist to stop it from wreaking deadly havoc."
,81497215,2021,2,U/A 13+ ,Action,"A tailor gains special powers after being struck by lightning, but must take down an unexpected foe if he is to become the superhero his hometown needs."
,81410784,2021,2,A ,Action,"A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train."
,81176353,2022,1,U/A 16+ ,Drama,"After a failed sabotage mission, a trio of anti-apartheid freedom fighters ends up in a tense bank hostage situation. Based on a true story."
,81292944,2020,1,U/A 13+ ,Drama,Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to India’s first female combat pilot in the Kargil War.
,81509213,2022,1,U/A 16+ ,Action,"Having cleared his name, genius mechanic Lino has only one goal in mind: getting revenge on the corrupt cops who killed his brother and his mentor."
,81576597,2023,2,A ,Action,A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss' young son.
,80210920,2023,1,U/A 16+ ,Action,A military-trained assassin comes out of hiding to protect the daughter she's never met from ruthless criminals gunning for revenge.
,81465109,2023,1,U/A 13+ ,Sci-Fi,"In a post-apocalyptic near-future, a researcher at an AI lab leads the effort to end a civil war by cloning the brain of a heroic soldier — her mother."
,80220426,2022,1,U/A 16+ ,Thrillers,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo."
,81458368,2022,1,A ,Action,"When enemies from the past kill his wife and brother-in-law, a former mafia enforcer and his daughter flee to Milan to plot their revenge."
,81058695,2022,1,U/A 16+ ,Action,A mysterious loner living a quiet life with her dog battles the elements and her own dark past when a neighbor's little girl is kidnapped during a storm.
,80218306,2019,1,U/A 16+ ,Sci-Fi,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
,80223052,2019,1,A ,Action,"An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out."
,81189912,2019,1,U/A 13+ ,Action,"A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets."
,81280035,2023,2,A ,Thrillers,"Haunted by an unsolved murder, brilliant but disgraced London police detective John Luther breaks out of prison to hunt down a sadistic serial killer."
,81478985,2023,2,A ,Action,"At work, she's a renowned assassin. At home, she's a single mom to a teenage daughter. Killing? That's easy. It's parenting that's the hard part."
,80171678,2017,1,A ,Action,"When his son's mom runs afoul of Paris's criminal underworld, a thrill-seeking superbike racer begins moonlighting as a drug courier to clear her debt."
,80192187,2019,2,A ,Action,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences."
,80148162,2018,2,A ,Action,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters."
,81000511,2018,1,A ,Action,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
,81504698,2021,2,U/A 13+ ,Fantasy,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life."
,80993105,2018,1,U/A 13+ ,Drama,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy -- and his own human origins.
,81161626,2021,1,U/A 13+ ,Action,An FBI profiler pursuing the world's most wanted art thief becomes his reluctant partner in crime to catch an elusive crook who's always one step ahead.
,80041653,2016,1,A ,Drama,"Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story."
,80178280,2017,1,U/A 16+ ,Thrillers,"When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid."
,81453003,2021,1,U/A 13+ ,Thrillers,"In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers."
,81212842,2023,1,U/A 13+ ,Comedies,"After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding."
,81041495,2020,1,U/A 16+ ,Action,"After his life is saved by a rogue Iraqi squadron, a young police officer joins them in their fight against ISIS in a decimated Mosul."
,81074110,2021,1,A ,Sci-Fi,"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack."
,81388316,2022,1,U/A 16+ ,Action,The last officer standing on a remote missile defense base wages the battle of her life against terrorists aiming 16 stolen nuclear weapons at the US.
,81031178,2018,1,U/A 16+ ,Action,Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.
,80204465,2020,1,U/A 16+ ,Action,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers."
,80238399,2020,1,U/A 7+ ,Comedies,What do you do if your parents are kidnapped by a crew of international thieves? You begin a wild overnight adventure — complete with spy gear.
,80197526,2019,3,A ,Comedies,"Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mother. So rebel Maeve proposes a school sex-therapy clinic."
,80002479,2013,6,A ,Drama,"A notorious gang in 1919 Birmingham, England, is led by the fierce Tommy Shelby, a crime boss set on moving up in the world no matter the cost."
,80057281,2016,4,U/A 16+ ,Sci-Fi,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl."
,80200575,2020,2,A ,Thrillers,"An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive."
,81040344,2021,1,A ,Thrillers,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes."
,80074249,2015,5,A ,Drama,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred -- born a Saxon but raised by Vikings -- seeks to claim his ancestral birthright."
,80115328,2018,2,A ,Drama,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm."
,81149450,2022,2,A ,Drama,"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history."
,80025678,2016,5,A ,Drama,"Inspired by real events, this fictional dramatization tells the story of Queen Elizabeth II and the political and personal events that shaped her reign."
,80211991,2018,4,A ,Thrillers,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by."
,81237994,2022,1,A ,Horror,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.
,81221380,2021,2,U/A 16+ ,Drama,"On an epic adventure across a post-apocalyptic world, a lovable boy who's part human and part deer searches for family and home with a gruff protector."
,80200942,2018,6,A ,Drama,"When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder."
,81518991,2022,1,A ,Drama,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.
,81287562,2022,1,A ,Drama,"Across more than a decade, 17 teen boys and young men were murdered by convicted killer Jeffrey Dahmer. How did he evade arrest for so long?"
,81519223,2022,1,A ,Drama,"Years after surviving horrific abuse in high school, a woman puts an elaborate revenge scheme in motion to make the perpetrators pay for their crimes."
,81476183,2023,1,A ,Drama,"Young Queen Charlotte's marriage to King George of England sparks an epic love story and transforms high society in this ""Bridgerton"" universe prequel."
,80218200,2018,4,A ,Action,"After striking out on his own, Batman's former partner Dick Grayson encounters a number of troubled young heroes in desperate need of a mentor."
,81011159,2016,4,U/A 16+ ,Comedies,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Mumbai."
,70242311,2013,7,A ,Comedies,"When a past crime catches up with her, a privileged New Yorker ends up in a women's prison, where she quickly makes friends and foes."
,81249783,2021,2,U/A 13+ ,Comedies,"In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life."
,80117552,2017,4,A ,Thrillers,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss."
,80236319,2021,2,U/A 16+ ,Fantasy,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.
